CustomerOrderItemID,CustomerOrderID,ProductID,Quantity,SpecialInstructions
1840,596,11,3,Risposta coscienza lontano comunque proposta medesimo.
1841,597,37,2,NULL
1842,597,28,3,NULL
1843,598,38,3,NULL
1844,598,35,1,NULL
1845,599,21,1,NULL
1846,599,40,1,NULL
1847,599,26,2,NULL
1848,599,10,3,NULL
1849,600,19,1,NULL
1850,600,35,1,Cristiano elevare infatti aiutare appoggiare.
1851,600,9,1,NULL
1852,600,15,3,NULL
1853,600,11,1,NULL
